cod_cim,matched_symptoms
W69992017,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W69992018,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W69992019,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W69992020,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56886001,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56886002,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56886003,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56886004,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56886005,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56886006,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56886007,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56886008,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56886009,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56886010,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56884001,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56884002,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56884003,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56884004,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56884005,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56884006,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56884007,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56884008,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56884009,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56884010,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56885001,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56885002,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56885003,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56885004,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56885005,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56885006,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56885007,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56885008,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56885009,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W56885010,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W71242001,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W71242002,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W71242003,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W70083001,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W70083002,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W70083003,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W71240001,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W71240002,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W71240003,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W70084001,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W70084002,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W70084003,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W71241001,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W71241002,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W71241003,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W71017001,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W71017002,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W71017003,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W71017004,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W71018001,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W71018002,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W71018003,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W71018004,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W53688002,"['lipotrope terapia ficatului', 'terapia ficatului']"
W05521002,"['lipotrope terapia ficatului', 'terapia ficatului']"
W56409001,"['hepatotrope terapia ficatului', 'terapia ficatului']"
W70946001,['preparate pt. trat. acneei de uz topic retinoizi de uz topic utilizati in acnee']
W70946002,['preparate pt. trat. acneei de uz topic retinoizi de uz topic utilizati in acnee']
W70946003,['preparate pt. trat. acneei de uz topic retinoizi de uz topic utilizati in acnee']
W70947001,['preparate pt. trat. acneei de uz topic retinoizi de uz topic utilizati in acnee']
W70947002,['preparate pt. trat. acneei de uz topic retinoizi de uz topic utilizati in acnee']
W70947003,['preparate pt. trat. acneei de uz topic retinoizi de uz topic utilizati in acnee']
W70947004,['preparate pt. trat. acneei de uz topic retinoizi de uz topic utilizati in acnee']
W64462001,['antiglaucomatoase si miotice inhibitori ai anhidrazei carbonice']
W57619001,['imunosupresoare inhibitori de factor de necroza (tnf)tumorala  alfa']
W57619002,['imunosupresoare inhibitori de factor de necroza (tnf)tumorala  alfa']
W69848001,['imunosupresoare inhibitori de interleukina']
W64598001,['imunosupresoare inhibitori de interleukina']
W56959001,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa reductazei']
W56960001,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa reductazei']
W56960002,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa reductazei']
W56961001,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa reductazei']
W56961002,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa reductazei']
W59878001,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59878002,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59878003,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59878004,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59878005,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59878006,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59878007,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59878008,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59878009,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59878010,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59878011,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59879001,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59879002,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59879003,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59879004,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59879005,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59879006,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59879007,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59879008,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59879009,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59879010,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59879011,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59880001,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59880002,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59880003,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59880004,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59880005,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59880006,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59880007,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59880008,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59880009,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59880010,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W59880011,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W60908001,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa reductazei']
W60908002,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa reductazei']
W60907001,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W60907002,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W60907003,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W60907004,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W60907005,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W60906001,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W60906002,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W60906003,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa']
W64717001,['alcaloizi din plante si alte produse naturale taxani']
W64717002,['alcaloizi din plante si alte produse naturale taxani']
W64717003,['alcaloizi din plante si alte produse naturale taxani']
W64717004,['alcaloizi din plante si alte produse naturale taxani']
W64717005,['alcaloizi din plante si alte produse naturale taxani']
W65971001,['combinatii']
W65971002,['combinatii']
W54975001,['medicamente topice pentru dureri articulare si musculare antiinflamatoare nesteroidiene de uz topic']
W54975002,['medicamente topice pentru dureri articulare si musculare antiinflamatoare nesteroidiene de uz topic']
W54975003,['medicamente topice pentru dureri articulare si musculare antiinflamatoare nesteroidiene de uz topic']
W54975004,['medicamente topice pentru dureri articulare si musculare antiinflamatoare nesteroidiene de uz topic']
W54975005,['medicamente topice pentru dureri articulare si musculare antiinflamatoare nesteroidiene de uz topic']
W64718001,['alcaloizi din plante si alte produse naturale alcaloizi din vinca si analogi']
W64718002,['alcaloizi din plante si alte produse naturale alcaloizi din vinca si analogi']
W64719001,['med. ce influenteaza structura osoasa si mineralizarea bifosfonati']
W69981001,"['excl.combinatii cu expectorante alte antitusive', 'antitusive']"
W41998001,['medicamente pentru tratamentul tuberculozei antibiotice']
W41998002,['medicamente pentru tratamentul tuberculozei antibiotice']
W41999001,['medicamente pentru tratamentul tuberculozei antibiotice']
W41999002,['medicamente pentru tratamentul tuberculozei antibiotice']
W14071001,['medicamente pentru tratamentul tuberculozei combinatii de medicamente pentru tratamentul tuberculozei']
W14071002,['medicamente pentru tratamentul tuberculozei combinatii de medicamente pentru tratamentul tuberculozei']
W08193002,['vasodilatatoare periferice alcaloizi de ergot']
W08193003,['vasodilatatoare periferice alcaloizi de ergot']
W52057001,['vasodilatatoare periferice alcaloizi de ergot']
W52057002,['vasodilatatoare periferice alcaloizi de ergot']
W71204001,['antivirale cu actiune directa inhibitori de neuraminidaza']
W71205001,['antivirale cu actiune directa inhibitori de neuraminidaza']
W68218001,"['sistemice antagonisti ai receptorilor leucotrienici', 'alte med. pt. trat. bolilor obstructive ale c.r']"
W68218002,"['sistemice antagonisti ai receptorilor leucotrienici', 'alte med. pt. trat. bolilor obstructive ale c.r']"
W68298001,"['sistemice antagonisti ai receptorilor de leucotriene', 'alte med. pt. trat. bolilor obstructive ale c.r']"
W68298002,"['sistemice antagonisti ai receptorilor de leucotriene', 'alte med. pt. trat. bolilor obstructive ale c.r']"
W68298003,"['sistemice antagonisti ai receptorilor de leucotriene', 'alte med. pt. trat. bolilor obstructive ale c.r']"
W68298004,"['sistemice antagonisti ai receptorilor de leucotriene', 'alte med. pt. trat. bolilor obstructive ale c.r']"
W68298005,"['sistemice antagonisti ai receptorilor de leucotriene', 'alte med. pt. trat. bolilor obstructive ale c.r']"
W68298006,"['sistemice antagonisti ai receptorilor de leucotriene', 'alte med. pt. trat. bolilor obstructive ale c.r']"
W68298007,"['sistemice antagonisti ai receptorilor de leucotriene', 'alte med. pt. trat. bolilor obstructive ale c.r']"
W68298008,"['sistemice antagonisti ai receptorilor de leucotriene', 'alte med. pt. trat. bolilor obstructive ale c.r']"
W68298009,"['sistemice antagonisti ai receptorilor de leucotriene', 'alte med. pt. trat. bolilor obstructive ale c.r']"
W68298010,"['sistemice antagonisti ai receptorilor de leucotriene', 'alte med. pt. trat. bolilor obstructive ale c.r']"
W68298011,"['sistemice antagonisti ai receptorilor de leucotriene', 'alte med. pt. trat. bolilor obstructive ale c.r']"
W68298012,"['sistemice antagonisti ai receptorilor de leucotriene', 'alte med. pt. trat. bolilor obstructive ale c.r']"
W68298013,"['sistemice antagonisti ai receptorilor de leucotriene', 'alte med. pt. trat. bolilor obstructive ale c.r']"
W68298014,"['sistemice antagonisti ai receptorilor de leucotriene', 'alte med. pt. trat. bolilor obstructive ale c.r']"
W68298015,"['sistemice antagonisti ai receptorilor de leucotriene', 'alte med. pt. trat. bolilor obstructive ale c.r']"
W68297001,"['sistemice antagonisti ai receptorilor leucotrienici', 'alte med. pt. trat. bolilor obstructive ale c.r']"
W68297002,"['sistemice antagonisti ai receptorilor leucotrienici', 'alte med. pt. trat. bolilor obstructive ale c.r']"
W68297003,"['sistemice antagonisti ai receptorilor leucotrienici', 'alte med. pt. trat. bolilor obstructive ale c.r']"
W68297004,"['sistemice antagonisti ai receptorilor leucotrienici', 'alte med. pt. trat. bolilor obstructive ale c.r']"
W68217001,"['sistemice antagonisti ai receptorilor leucotrienici', 'alte med. pt. trat. bolilor obstructive ale c.r']"
W68217002,"['sistemice antagonisti ai receptorilor leucotrienici', 'alte med. pt. trat. bolilor obstructive ale c.r']"
W51921003,['med. pentru tratamentul dependentei de substante medicamente utilizate in tratamentul dependentei de opioide']
W42158001,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa reductazei']
W42159001,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa reductazei']
W41547001,['hipocolesterolemiante si hipotrigliceridemiante inhibitori ai hmg coa reductazei']
W67963002,['alte analgezice si antipiretice pirazolone']
W62461001,['antitrombotice antagonisti ai vitaminei k']
W67474001,['combinatii']
W67474002,['combinatii']
W02179002,['alte combinatii pt. trat. racelii alte combinatii pt. trat. racelii']
W02179001,['alte combinatii pt. trat. racelii alte combinatii pt. trat. racelii']
W02179003,['alte combinatii pt. trat. racelii alte combinatii pt. trat. racelii']
W02180001,['alte combinatii pt. trat. racelii alte combinatii pt. trat. racelii']
W66107001,['alte combinatii pt. trat. racelii alte combinatii pt. trat. racelii']
W61533001,['alte combinatii pt. trat. racelii alte combinatii pt. trat. racelii']
W61533002,['alte combinatii pt. trat. racelii alte combinatii pt. trat. racelii']
W69105001,['alte combinatii pt. trat. racelii alte combinatii pt. trat. racelii']
W65730001,"['medicamente de scadere a glucozei din sang', 'excl. insuline biguanide']"
W65730002,"['medicamente de scadere a glucozei din sang', 'excl. insuline biguanide']"
W65730003,"['medicamente de scadere a glucozei din sang', 'excl. insuline biguanide']"
W65730004,"['medicamente de scadere a glucozei din sang', 'excl. insuline biguanide']"
W65730005,"['medicamente de scadere a glucozei din sang', 'excl. insuline biguanide']"
W42349001,"['medicamente de scadere a glucozei din sang', 'excl. insuline biguanide']"
W42349002,"['medicamente de scadere a glucozei din sang', 'excl. insuline biguanide']"
W42349003,"['medicamente de scadere a glucozei din sang', 'excl. insuline biguanide']"
W65728001,"['medicamente de scadere a glucozei din sang', 'excl. insuline biguanide']"
W65728002,"['medicamente de scadere a glucozei din sang', 'excl. insuline biguanide']"
W65728003,"['medicamente de scadere a glucozei din sang', 'excl. insuline biguanide']"
W65728004,"['medicamente de scadere a glucozei din sang', 'excl. insuline biguanide']"
W65728005,"['medicamente de scadere a glucozei din sang', 'excl. insuline biguanide']"
W65729001,"['medicamente de scadere a glucozei din sang', 'excl. insuline biguanide']"
W65729002,"['medicamente de scadere a glucozei din sang', 'excl. insuline biguanide']"
W65729003,"['medicamente de scadere a glucozei din sang', 'excl. insuline biguanide']"
W65729004,"['medicamente de scadere a glucozei din sang', 'excl. insuline biguanide']"
W65729005,"['medicamente de scadere a glucozei din sang', 'excl. insuline biguanide']"
W63186001,['alte analgezice si antipiretice gabapentinoide']
W63186002,['alte analgezice si antipiretice gabapentinoide']
W63186003,['alte analgezice si antipiretice gabapentinoide']
W63186004,['alte analgezice si antipiretice gabapentinoide']
W63186005,['alte analgezice si antipiretice gabapentinoide']
W63186006,['alte analgezice si antipiretice gabapentinoide']
W63186007,['alte analgezice si antipiretice gabapentinoide']
W63186008,['alte analgezice si antipiretice gabapentinoide']
W63186009,['alte analgezice si antipiretice gabapentinoide']
W63186010,['alte analgezice si antipiretice gabapentinoide']
W63186011,['alte analgezice si antipiretice gabapentinoide']
W63186012,['alte analgezice si antipiretice gabapentinoide']
W63186013,['alte analgezice si antipiretice gabapentinoide']
W63186014,['alte analgezice si antipiretice gabapentinoide']
W64181001,['antiepileptice alte antiepileptice']
W63185001,['alte analgezice si antipiretice gabapentinoide']
W63185002,['alte analgezice si antipiretice gabapentinoide']
W63185003,['alte analgezice si antipiretice gabapentinoide']
W63185004,['alte analgezice si antipiretice gabapentinoide']
W63185005,['alte analgezice si antipiretice gabapentinoide']
W63185006,['alte analgezice si antipiretice gabapentinoide']
W63185007,['alte analgezice si antipiretice gabapentinoide']
W63185008,['alte analgezice si antipiretice gabapentinoide']
W63185009,['alte analgezice si antipiretice gabapentinoide']
W63185010,['alte analgezice si antipiretice gabapentinoide']
W63185011,['alte analgezice si antipiretice gabapentinoide']
W63185012,['alte analgezice si antipiretice gabapentinoide']
W63185013,['alte analgezice si antipiretice gabapentinoide']
W63185014,['alte analgezice si antipiretice gabapentinoide']
W60621001,['medicamente pentru tratamentul tuberculozei alte medicamente pt. trat. tuberculozei']
W60621002,['medicamente pentru tratamentul tuberculozei alte medicamente pt. trat. tuberculozei']
W42170001,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W42168001,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W68885001,['medicamente de scadere a glucozei din sang']
W68885002,['medicamente de scadere a glucozei din sang']
W68885003,['medicamente de scadere a glucozei din sang']
W68885004,['medicamente de scadere a glucozei din sang']
W68885005,['medicamente de scadere a glucozei din sang']
W68883001,['medicamente de scadere a glucozei din sang']
W68883002,['medicamente de scadere a glucozei din sang']
W68883003,['medicamente de scadere a glucozei din sang']
W68883004,['medicamente de scadere a glucozei din sang']
W68883005,['medicamente de scadere a glucozei din sang']
W68884001,['medicamente de scadere a glucozei din sang']
W68884002,['medicamente de scadere a glucozei din sang']
W68884003,['medicamente de scadere a glucozei din sang']
W68884004,['medicamente de scadere a glucozei din sang']
W68884005,['medicamente de scadere a glucozei din sang']
W68160001,['medicamente de scadere a glucozei din sang']
W68160002,['medicamente de scadere a glucozei din sang']
W68160003,['medicamente de scadere a glucozei din sang']
W68160004,['medicamente de scadere a glucozei din sang']
W68160005,['medicamente de scadere a glucozei din sang']
W68160006,['medicamente de scadere a glucozei din sang']
W71111001,['medicamente de scadere a glucozei din sang']
W71111002,['medicamente de scadere a glucozei din sang']
W71111003,['medicamente de scadere a glucozei din sang']
W71111004,['medicamente de scadere a glucozei din sang']
W71111005,['medicamente de scadere a glucozei din sang']
W71111006,['medicamente de scadere a glucozei din sang']
W71111007,['medicamente de scadere a glucozei din sang']
W71111008,['medicamente de scadere a glucozei din sang']
W71111009,['medicamente de scadere a glucozei din sang']
W71111010,['medicamente de scadere a glucozei din sang']
W71180001,['medicamente de scadere a glucozei din sang']
W71180002,['medicamente de scadere a glucozei din sang']
W71180003,['medicamente de scadere a glucozei din sang']
W71180004,['medicamente de scadere a glucozei din sang']
W71180005,['medicamente de scadere a glucozei din sang']
W71180006,['medicamente de scadere a glucozei din sang']
W71180007,['medicamente de scadere a glucozei din sang']
W71180008,['medicamente de scadere a glucozei din sang']
W71178001,['medicamente de scadere a glucozei din sang']
W71178002,['medicamente de scadere a glucozei din sang']
W71178003,['medicamente de scadere a glucozei din sang']
W71178004,['medicamente de scadere a glucozei din sang']
W71178005,['medicamente de scadere a glucozei din sang']
W71178006,['medicamente de scadere a glucozei din sang']
W71178007,['medicamente de scadere a glucozei din sang']
W71178008,['medicamente de scadere a glucozei din sang']
W71179001,['medicamente de scadere a glucozei din sang']
W71179002,['medicamente de scadere a glucozei din sang']
W71179003,['medicamente de scadere a glucozei din sang']
W71179004,['medicamente de scadere a glucozei din sang']
W71179005,['medicamente de scadere a glucozei din sang']
W71179006,['medicamente de scadere a glucozei din sang']
W71179007,['medicamente de scadere a glucozei din sang']
W71179008,['medicamente de scadere a glucozei din sang']
W68766001,['medicamente de scadere a glucozei din sang']
W68766002,['medicamente de scadere a glucozei din sang']
W68766003,['medicamente de scadere a glucozei din sang']
W68764001,['medicamente de scadere a glucozei din sang']
W68764002,['medicamente de scadere a glucozei din sang']
W68764003,['medicamente de scadere a glucozei din sang']
W68765001,['medicamente de scadere a glucozei din sang']
W68765002,['medicamente de scadere a glucozei din sang']
W68765003,['medicamente de scadere a glucozei din sang']
W68393001,['medicamente de scadere a glucozei din sang']
W68393002,['medicamente de scadere a glucozei din sang']
W68393003,['medicamente de scadere a glucozei din sang']
W68393004,['medicamente de scadere a glucozei din sang']
W68391001,['medicamente de scadere a glucozei din sang']
W68391002,['medicamente de scadere a glucozei din sang']
W68391003,['medicamente de scadere a glucozei din sang']
W68391004,['medicamente de scadere a glucozei din sang']
W68392001,['medicamente de scadere a glucozei din sang']
W68392002,['medicamente de scadere a glucozei din sang']
W68392003,['medicamente de scadere a glucozei din sang']
W68392004,['medicamente de scadere a glucozei din sang']
W69035001,['analogi ai glp-1 combinatii de antidiabetice orale']
W69035002,['analogi ai glp-1 combinatii de antidiabetice orale']
W69035003,['analogi ai glp-1 combinatii de antidiabetice orale']
W69035004,['analogi ai glp-1 combinatii de antidiabetice orale']
W69035005,['analogi ai glp-1 combinatii de antidiabetice orale']
W69035006,['analogi ai glp-1 combinatii de antidiabetice orale']
W69034001,['analogi ai glp-1 combinatii de antidiabetice orale']
W69034002,['analogi ai glp-1 combinatii de antidiabetice orale']
W69034003,['analogi ai glp-1 combinatii de antidiabetice orale']
W69034004,['analogi ai glp-1 combinatii de antidiabetice orale']
W69034005,['analogi ai glp-1 combinatii de antidiabetice orale']
W69034006,['analogi ai glp-1 combinatii de antidiabetice orale']
W69504001,['analogi ai glp-1 combinatii de antidiabetice orale']
W69504002,['analogi ai glp-1 combinatii de antidiabetice orale']
W69504003,['analogi ai glp-1 combinatii de antidiabetice orale']
W69503001,['analogi ai glp-1 combinatii de antidiabetice orale']
W69503002,['analogi ai glp-1 combinatii de antidiabetice orale']
W69503003,['analogi ai glp-1 combinatii de antidiabetice orale']
W71212001,['analogi ai glp-1 combinatii de antidiabetice orale']
W71212002,['analogi ai glp-1 combinatii de antidiabetice orale']
W71212003,['analogi ai glp-1 combinatii de antidiabetice orale']
W71212004,['analogi ai glp-1 combinatii de antidiabetice orale']
W71212005,['analogi ai glp-1 combinatii de antidiabetice orale']
W71212006,['analogi ai glp-1 combinatii de antidiabetice orale']
W71212007,['analogi ai glp-1 combinatii de antidiabetice orale']
W71212008,['analogi ai glp-1 combinatii de antidiabetice orale']
W71212009,['analogi ai glp-1 combinatii de antidiabetice orale']
W71212010,['analogi ai glp-1 combinatii de antidiabetice orale']
W71212011,['analogi ai glp-1 combinatii de antidiabetice orale']
W71160001,['analogi ai glp-1 combinatii de antidiabetice orale']
W71160002,['analogi ai glp-1 combinatii de antidiabetice orale']
W71160003,['analogi ai glp-1 combinatii de antidiabetice orale']
W71160004,['analogi ai glp-1 combinatii de antidiabetice orale']
W71160005,['analogi ai glp-1 combinatii de antidiabetice orale']
W71160006,['analogi ai glp-1 combinatii de antidiabetice orale']
W71160007,['analogi ai glp-1 combinatii de antidiabetice orale']
W71160008,['analogi ai glp-1 combinatii de antidiabetice orale']
W71160009,['analogi ai glp-1 combinatii de antidiabetice orale']
W71160010,['analogi ai glp-1 combinatii de antidiabetice orale']
W71160011,['analogi ai glp-1 combinatii de antidiabetice orale']
W71159001,['analogi ai glp-1 combinatii de antidiabetice orale']
W71159002,['analogi ai glp-1 combinatii de antidiabetice orale']
W71159003,['analogi ai glp-1 combinatii de antidiabetice orale']
W71159004,['analogi ai glp-1 combinatii de antidiabetice orale']
W71159005,['analogi ai glp-1 combinatii de antidiabetice orale']
W71159006,['analogi ai glp-1 combinatii de antidiabetice orale']
W71159007,['analogi ai glp-1 combinatii de antidiabetice orale']
W71159008,['analogi ai glp-1 combinatii de antidiabetice orale']
W71159009,['analogi ai glp-1 combinatii de antidiabetice orale']
W71159010,['analogi ai glp-1 combinatii de antidiabetice orale']
W71159011,['analogi ai glp-1 combinatii de antidiabetice orale']
W68768001,['analogi ai glp-1 combinatii de antidiabetice orale']
W68768002,['analogi ai glp-1 combinatii de antidiabetice orale']
W68768003,['analogi ai glp-1 combinatii de antidiabetice orale']
W68768004,['analogi ai glp-1 combinatii de antidiabetice orale']
W68767001,['analogi ai glp-1 combinatii de antidiabetice orale']
W68767002,['analogi ai glp-1 combinatii de antidiabetice orale']
W68767003,['analogi ai glp-1 combinatii de antidiabetice orale']
W68767004,['analogi ai glp-1 combinatii de antidiabetice orale']
W69327001,['analogi ai glp-1 combinatii de antidiabetice orale']
W69327002,['analogi ai glp-1 combinatii de antidiabetice orale']
W69326001,['analogi ai glp-1 combinatii de antidiabetice orale']
W69326002,['analogi ai glp-1 combinatii de antidiabetice orale']
W68796001,['analogi ai glp-1 combinatii de antidiabetice orale']
W68796002,['analogi ai glp-1 combinatii de antidiabetice orale']
W68796003,['analogi ai glp-1 combinatii de antidiabetice orale']
W68796004,['analogi ai glp-1 combinatii de antidiabetice orale']
W68796005,['analogi ai glp-1 combinatii de antidiabetice orale']
W68796006,['analogi ai glp-1 combinatii de antidiabetice orale']
W68796007,['analogi ai glp-1 combinatii de antidiabetice orale']
W68796008,['analogi ai glp-1 combinatii de antidiabetice orale']
W71131001,['medicamente de scadere a glucozei din sang']
W69853001,['medicamente de scadere a glucozei din sang']
W69853002,['medicamente de scadere a glucozei din sang']
W69852001,['medicamente de scadere a glucozei din sang']
W69852002,['medicamente de scadere a glucozei din sang']
W70332001,['medicamente de scadere a glucozei din sang']
W70449001,['medicamente de scadere a glucozei din sang']
W70449002,['medicamente de scadere a glucozei din sang']
W70449003,['medicamente de scadere a glucozei din sang']
W70449004,['medicamente de scadere a glucozei din sang']
W70449005,['medicamente de scadere a glucozei din sang']
W70449006,['medicamente de scadere a glucozei din sang']
W70449007,['medicamente de scadere a glucozei din sang']
W70449008,['medicamente de scadere a glucozei din sang']
